node_id	cluster_id	degree
1303	bucket_0	29
1304	bucket_0	27
1305	bucket_11	0
1306	bucket_0	69
1307	bucket_2	23
1308	bucket_2	54
1309	bucket_7	41
1310	bucket_0	28
1311	bucket_0	31
1312	bucket_14	39
1313	bucket_0	26
1314	bucket_0	36
1315	bucket_2	79
1316	bucket_8	57
1317	bucket_8	67
1318	bucket_5	37
1319	bucket_0	38
1320	bucket_0	63
1321	bucket_0	31
1322	bucket_0	46
1323	bucket_25	36
1324	bucket_1	41
1325	bucket_0	25
1326	bucket_0	74
1327	bucket_11	0
1328	bucket_7	22
1329	bucket_22	36
1330	bucket_4	12
1331	bucket_0	61
1332	bucket_0	31
1333	bucket_0	36
1334	bucket_8	21
1335	bucket_6	24
1336	bucket_0	51
1337	bucket_9	24
1338	bucket_22	47
1339	bucket_3	35
1340	bucket_11	0
1341	bucket_7	60
1342	bucket_0	39
1343	bucket_8	47
1344	bucket_0	87
1345	bucket_5	8
1346	bucket_7	42
1347	bucket_0	27
1348	bucket_14	26
1349	bucket_0	47
1350	bucket_0	21
1351	bucket_0	35
1352	bucket_0	50
1353	bucket_0	42
